"","screen_name","text","After"
"507","srboisvert","@enlchicago @EricAllixRogers @TraceyRyniec What's your explanation for this graph then?  The problem in America is that they have never done a genuine enforced lockdown in any state other than NY after the first wave. https://t.co/M2UiXXhzSa","@enlchicago @EricAllixRogers @TraceyRyniec What's your explanation for this graph then?  The problem in America is that they have never done a genuine enforced lockdown in any state other than NY after the first wave. "
"508","KingLucc","California is really the only state on lockdown in America, possibly the world. This shit weak","California is really the only state on lockdown in America, possibly the world. This shit weak"
"509","facts_life1","@SBusinessDreams @gill_godwin @GerryRitzxMP @RichardMadan I have talked to some.They envy America and wish they had it like us now. So many can't get hospital operations or see a personal doctor or choose their own. Living worst than poor projects.Always hungry. Cars? Yeah right. Bike it. Taking vacations?Yeah wave to neighbors.lockdown","@SBusinessDreams @gill_godwin @GerryRitzxMP @RichardMadan I have talked to some.They envy America and wish they had it like us now. So many can't get hospital operations or see a personal doctor or choose their own. Living worst than poor projects.Always hungry. Cars? Yeah right. Bike it. Taking vacations?Yeah wave to neighbors.lockdown"
"510","LoveIsNotTouri6","@C_Chrltn Hi! I wanted to know if the ban is lifted here in America will I’m citizens be able to travel while still in lockdown?","@C_Chrltn Hi! I wanted to know if the ban is lifted here in America will I’m citizens be able to travel while still in lockdown?"
"511","Hi675445","@Jacqui_Smith1 @IainDale @forthemanypod It is true I don't trust America's testing system I can't see how a lockdown country can have more cases than one that is not lockdown I also can't see how testing and vaccines on making it to the rural areas in the United States","@Jacqui_Smith1 @IainDale @forthemanypod It is true I don't trust America's testing system I can't see how a lockdown country can have more cases than one that is not lockdown I also can't see how testing and vaccines on making it to the rural areas in the United States"
"512","Hi675445","@DavidPr35533771 @WellybobMark @LBC @clivebull The rates went up so the country lockdown to slow it that is the government doing what is needed maybe they did lockdown late and doing it earlier mate have saved more lives but the comparison to other country should not be political because America is under testing","@DavidPr35533771 @WellybobMark @LBC @clivebull The rates went up so the country lockdown to slow it that is the government doing what is needed maybe they did lockdown late and doing it earlier mate have saved more lives but the comparison to other country should not be political because America is under testing"
"513","Hi675445","@DavidPr35533771 @WellybobMark @LBC @clivebull America under testing makes then the actual worst and us the second not the other way round the United States hasn't really lockdown they close businesses but police can't break up parties like here America is important because it's a free country like here","@DavidPr35533771 @WellybobMark @LBC @clivebull America under testing makes then the actual worst and us the second not the other way round the United States hasn't really lockdown they close businesses but police can't break up parties like here America is important because it's a free country like here"
"514","TrilliamClinton","lmao chicago is opening back up and the uk is on their 3rd lockdown.. i love america <U+0001F1FA><U+0001F1F8> https://t.co/yjHgWD86Rb","lmao chicago is opening back up and the uk is on their 3rd lockdown.. i love america <U+0001F1FA><U+0001F1F8> "
"515","Bodyfatcoach","@fordnation @JoeBiden @KamalaHarris Canada and America lecturing Russia, Venezuela, Iran, Syria on Freedom and democracy declare marshall law police welfare state Doug Ford Stay at home orders in Toronto Ontario no family, business, no Church, no jobs NO LIFE #lockdown #COVID19 #StaySafe https://t.co/WbHxn7dTOi","@fordnation @JoeBiden @KamalaHarris Canada and America lecturing Russia, Venezuela, Iran, Syria on Freedom and democracy declare marshall law police welfare state Doug Ford Stay at home orders in Toronto Ontario no family, business, no Church, no jobs NO LIFE #lockdown #COVID19 #StaySafe "
"516","Bodyfatcoach","Doug Ford and Trudeau need to resign. Canada Politicians Travelling during #COVID19 #lockdown Dr Stewart Tom Dubow Allard Forian Eliza Snider Jamie Huckabay Tanya Kenney Ashton Phillips America Trump Assange Lady gaga #God https://t.co/WbHxn7dTOi","Doug Ford and Trudeau need to resign. Canada Politicians Travelling during #COVID19 #lockdown Dr Stewart Tom Dubow Allard Forian Eliza Snider Jamie Huckabay Tanya Kenney Ashton Phillips America Trump Assange Lady gaga #God "
"517","Bodyfatcoach","@fordnation Canada and America lecturing Venezuela, Russia, Iran, Syria on democracy and Freedom has declared marshall law police welfare state Stay at home orders in Toronto Ontario no family, business, no Church, Germany Europe France #lockdown #COVID19 #StaySafe https://t.co/WbHxn7dTOi","@fordnation Canada and America lecturing Venezuela, Russia, Iran, Syria on democracy and Freedom has declared marshall law police welfare state Stay at home orders in Toronto Ontario no family, business, no Church, Germany Europe France #lockdown #COVID19 #StaySafe "
"518","Bodyfatcoach","Canada and America lecturing Russia, Venezuela, Iran, Syria on Freedom and democracy has declared marshall law police welfare state Stay at home orders in Toronto Ontario no family, business, no Church, Germany Europe France #lockdown #COVID19 #StaySafe  https://t.co/8Di65N88Zu","Canada and America lecturing Russia, Venezuela, Iran, Syria on Freedom and democracy has declared marshall law police welfare state Stay at home orders in Toronto Ontario no family, business, no Church, Germany Europe France #lockdown #COVID19 #StaySafe  "
"519","Bodyfatcoach","@fordnation America Canada NATO lecturing Venezuela, Russia, Iran, Syria on democracy and Freedom has declared police welfare state Stay at home orders in Toronto Ontario no family, business, no Church, Germany Europe France #lockdown #COVID19 #StaySafe https://t.co/sHPoYkM3DJ","@fordnation America Canada NATO lecturing Venezuela, Russia, Iran, Syria on democracy and Freedom has declared police welfare state Stay at home orders in Toronto Ontario no family, business, no Church, Germany Europe France #lockdown #COVID19 #StaySafe "
"520","Bodyfatcoach","Canada America UK Netherlands Out of work, school, business forced to stay at home #coronavirus tax payers should not be funding #AlQaeda linked #WhiteHelmets. Ontario reporting 2,359 cases of #COVID19 708 new cases in Toronto #vaccination #ISIS #lockdown  https://t.co/6btfcRFprk","Canada America UK Netherlands Out of work, school, business forced to stay at home #coronavirus tax payers should not be funding #AlQaeda linked #WhiteHelmets. Ontario reporting 2,359 cases of #COVID19 708 new cases in Toronto #vaccination #ISIS #lockdown  "
"521","SevenOfNine79X","@TrekZot It’s could all change in America <U+0001F1FA><U+0001F1F8> I did hear Biden wants to bring in a National lockdown.
There’s a stronger strain going around. 
The face masks do seem to work but it’s not 100% effective, everyone has to keep 2 meters a part. Not bin out the house accept to the Doctors.","@TrekZot It’s could all change in America <U+0001F1FA><U+0001F1F8> I did hear Biden wants to bring in a National lockdown.
There’s a stronger strain going around. 
The face masks do seem to work but it’s not 100% effective, everyone has to keep 2 meters a part. Not bin out the house accept to the Doctors."
"522","_mausilein","Other countries are still on complete lockdown. Here in America we are gonna force our educators to go back to school and open indoor dining.","Other countries are still on complete lockdown. Here in America we are gonna force our educators to go back to school and open indoor dining."
"523","TheDest21649534","@paigearey @murray_nyc @DonaldJTrumpJr The reason why the America has more cases, because you didn't lockdown and initiate a test and trace immediately,  in Japan, masks are worn at all times, it's a cleaner nation and the country  is more of respectful nation that listens to the government.","@paigearey @murray_nyc @DonaldJTrumpJr The reason why the America has more cases, because you didn't lockdown and initiate a test and trace immediately,  in Japan, masks are worn at all times, it's a cleaner nation and the country  is more of respectful nation that listens to the government."
"524","MagpieSatire","Poetry has never been more popular! In America they deliver beautiful, inspiring poems. Here in the UK it's a little more bland and we just say what we see.

Email magpiesatire@gmail.com for a limited edition print copy of Lockdown is Pleasant When You're Not a Peasant! https://t.co/NJynCQN1tw","Poetry has never been more popular! In America they deliver beautiful, inspiring poems. Here in the UK it's a little more bland and we just say what we see.

Email magpiesatire@gmail.com for a limited edition print copy of Lockdown is Pleasant When You're Not a Peasant! "
"525","_hi_its_cora","no lockdown, no stimulus, no vaccine. AMERICA SUCKS REGARDLESS OF WHO IS IN CHARGE!","no lockdown, no stimulus, no vaccine. AMERICA SUCKS REGARDLESS OF WHO IS IN CHARGE!"
"526","runABCsouth","A lockdown favourite continues as Mash Racing heads to South America &amp; a trip along the Amazon. https://t.co/2WXXjbMVUS","A lockdown favourite continues as Mash Racing heads to South America &amp; a trip along the Amazon. "
"527","nalex","The UK recorded 1802 #Covid_19 deaths the other day while America with about 5 times our population recorded a bit over double that number.  The UK Government's decisions on this pandemic have been ineffective and guarantee lockdown for far longer than would have been necessary.","The UK recorded 1802 #Covid_19 deaths the other day while America with about 5 times our population recorded a bit over double that number.  The UK Government's decisions on this pandemic have been ineffective and guarantee lockdown for far longer than would have been necessary."
"528","gerrifreed1","Does anybody feel the same way I do that the swamp the Democrats and the Chinese planet this virus on America. They didn’t think Trump would get a vaccine that fast, we all said if Biden win the lockdown will be lifted, so they had to steal the election the swamp wins again<U+0001F616><U+0001F616><U+0001F616>","Does anybody feel the same way I do that the swamp the Democrats and the Chinese planet this virus on America. They didn’t think Trump would get a vaccine that fast, we all said if Biden win the lockdown will be lifted, so they had to steal the election the swamp wins again<U+0001F616><U+0001F616><U+0001F616>"
"529","Sanjay63995720","@muglikar_ @JoeBiden @narendramodi Sir Indians lost economically and saved life by goi wher as if America allows lockdown total world economy will close and a billion ppl bankrupt and get killed by themselves so government of usa saved world by loosing thir PPL to covid.","@muglikar_ @JoeBiden @narendramodi Sir Indians lost economically and saved life by goi wher as if America allows lockdown total world economy will close and a billion ppl bankrupt and get killed by themselves so government of usa saved world by loosing thir PPL to covid."
"530","liharvester","So to justify our @disneyplus subs it's 22 @Marvel films in the correct order from Captain America to Avengers End Game 
#lockdown","So to justify our @disneyplus subs it's 22 @Marvel films in the correct order from Captain America to Avengers End Game 
#lockdown"
"531","cordeliagoode93","@basedafclay @youmemmatsix There’s other countries that exist other than America. I’m in Canada and we are currently in lockdown","@basedafclay @youmemmatsix There’s other countries that exist other than America. I’m in Canada and we are currently in lockdown"
"532","Malayna___","China didn’t condemn fast food and alcohol essential, bc it’s NOT if there is in fact a life threatening virus breakthrough. China went on an ACTUAL lockdown. America never went on a lock down, masks on &amp; keep the sorry ass economy “alive” &amp; you can’t change my mind. https://t.co/aoTSXFKPcu","China didn’t condemn fast food and alcohol essential, bc it’s NOT if there is in fact a life threatening virus breakthrough. China went on an ACTUAL lockdown. America never went on a lock down, masks on &amp; keep the sorry ass economy “alive” &amp; you can’t change my mind. "
"533","BodhiTreeCIO","Speaking to my family in 3 main places: Canada, the UK, and California, it appears there is total lockdown. 

Meanwhile, in America, life is business as usual outside of large gatherings...but let's face it, the pandemic is raging.

1/","Speaking to my family in 3 main places: Canada, the UK, and California, it appears there is total lockdown. 

Meanwhile, in America, life is business as usual outside of large gatherings...but let's face it, the pandemic is raging.

1/"
"534","DarthWeatha","Its the end of 2021, most of the world is on lockdown due to the continued mutation of COVID-19. America once laughed at for the response to the pandemic, has now accumulated herd immunity. The world is in turmoil, America moves on...Trump? ""Im best pres ever fuck twitter"" lmao https://t.co/jWwsaxRRCa","Its the end of 2021, most of the world is on lockdown due to the continued mutation of COVID-19. America once laughed at for the response to the pandemic, has now accumulated herd immunity. The world is in turmoil, America moves on...Trump? ""Im best pres ever fuck twitter"" lmao "
"535","clareyweary","*put us in to lockdown from America <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F> absolute joke at this stage... 10 months on and we’re worse off than we were last March","*put us in to lockdown from America <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F> absolute joke at this stage... 10 months on and we’re worse off than we were last March"
"536","Zympay","ZESA Tokens!

Note* Most ZESA branches are closed in Zimbabwe due to #COVID19 regulations &amp; lockdown

Keep your family safe &amp; lights on. Pay for ZESA online on https://t.co/9NxMSQqi9l

Pay from UK-SA-America-Canada-Australia

Pay with a Visa/MasterCard
#Zymit #staysafe #lockdown https://t.co/sjfUyfBlQv","ZESA Tokens!

Note* Most ZESA branches are closed in Zimbabwe due to #COVID19 regulations &amp; lockdown

Keep your family safe &amp; lights on. Pay for ZESA online on 

Pay from UK-SA-America-Canada-Australia

Pay with a Visa/MasterCard
#Zymit #staysafe #lockdown "
"537","Zympay","DSTV payments are now available on the ZymPay platform. 

Note* All DSTV branches are closed in Zimbabwe due to COVID-19 regulations &amp; lockdown.

Keep your family safe &amp; entertained. Pay for DSTV online with ZymPay.
https://t.co/9NxMSQqi9l

Pay from UK-SA-America-Canada #zymit https://t.co/qddA4hJkAM","DSTV payments are now available on the ZymPay platform. 

Note* All DSTV branches are closed in Zimbabwe due to COVID-19 regulations &amp; lockdown.

Keep your family safe &amp; entertained. Pay for DSTV online with ZymPay.


Pay from UK-SA-America-Canada #zymit "
"538","nauticaisland","@realFFK Stop this hogwash!  The way lockdown work in Europe &amp; America isn't same with ours.  We are Cash based economy.  Let Nigerians go about their business while observing the stipulated COVID-19 protocols. Nigeria was on lockdown last year without exit strategy.u can stay indoors sir","@realFFK Stop this hogwash!  The way lockdown work in Europe &amp; America isn't same with ours.  We are Cash based economy.  Let Nigerians go about their business while observing the stipulated COVID-19 protocols. Nigeria was on lockdown last year without exit strategy.u can stay indoors sir"
"539","FlareJay424","@neglectheaven @Salt_AU @HillaryCat2016 @RexChapman Over here in the US it wont matter if we have a lockdown or not. The US has too many Karens who seem to think that ""It's America I can do what I want"" and ultimately fuck over everyone else.","@neglectheaven @Salt_AU @HillaryCat2016 @RexChapman Over here in the US it wont matter if we have a lockdown or not. The US has too many Karens who seem to think that ""It's America I can do what I want"" and ultimately fuck over everyone else."
"540","Markyboy_d1986","@lewXCV @Gers89_ Shut down when Covid started and they quietly never reopened after end of 1st lockdown was shite and nothing like Denny’s in America. Very disappointing","@lewXCV @Gers89_ Shut down when Covid started and they quietly never reopened after end of 1st lockdown was shite and nothing like Denny’s in America. Very disappointing"
"541","gibraltarfx","@mattfrei @LBC Matt. You seem to be in favour of lockdown and border restrictions, but for other people not you. You considered it necessary to travel to America. Where are you quarantining?","@mattfrei @LBC Matt. You seem to be in favour of lockdown and border restrictions, but for other people not you. You considered it necessary to travel to America. Where are you quarantining?"
"542","JoseffUzor","@obyezeks @BunduofAfrica Countries in Europe and America enjoyed their lockdown, but in Africa( wen we mentioned Africa note that we are talking about Nigeria) palliative were stored in warehouse for no reason.","@obyezeks @BunduofAfrica Countries in Europe and America enjoyed their lockdown, but in Africa( wen we mentioned Africa note that we are talking about Nigeria) palliative were stored in warehouse for no reason."
"543","SakaryBako","@avfc_85 @soccervolleymom @smile28554950 Firstly, that's totally incorrect and not supported by any evidence. And secondly, in America, where they've had no lockdown? OK chief.","@avfc_85 @soccervolleymom @smile28554950 Firstly, that's totally incorrect and not supported by any evidence. And secondly, in America, where they've had no lockdown? OK chief."
"544","Thomas_Wilckens","@BallouxFrancois Impossible, but there is a smoking gun?! #coronavirus Impact of #lockdown on #Covid19 case fatality rate and viral #mutations spread in 7 countries in Europe and North America https://t.co/hxlASStX3U","@BallouxFrancois Impossible, but there is a smoking gun?! #coronavirus Impact of #lockdown on #Covid19 case fatality rate and viral #mutations spread in 7 countries in Europe and North America "
"545","Tweet_Realtor","#breaking #BreakingNews 

More contagious U.K. #COVID strain is also 30% more deadlier, Boris Johnson warns 

#coronavirus #COVID19 #CoronaVaccine #StaySafe #StayHome #lockdown #UnitedStates #America

https://t.co/MVxe1wec60 via @YahooNews","#breaking #BreakingNews 

More contagious U.K. #COVID strain is also 30% more deadlier, Boris Johnson warns 

#coronavirus #COVID19 #CoronaVaccine #StaySafe #StayHome #lockdown #UnitedStates #America

 via @YahooNews"
"546","SowmithriVinay","@muglikar_ @JoeBiden @narendramodi 5000 people are dying everyday in America which has best health care system and people are rich enough to afford hospital care.  And then there are few people in India who criticize the idea of lockdown in March,April,May","@muglikar_ @JoeBiden @narendramodi 5000 people are dying everyday in America which has best health care system and people are rich enough to afford hospital care.  And then there are few people in India who criticize the idea of lockdown in March,April,May"
"547","Red_InternetWar","@Kyra_Ann24 @ashaloveee Considering America, probably should keep a lockdown forever tbh.","@Kyra_Ann24 @ashaloveee Considering America, probably should keep a lockdown forever tbh."
"548","BlockedByNawaz","Good morning. 

On today's show:

-Dr Fauci works with China to lengthen lockdown
-Computer scientist who owns shop that repaired Hunter Biden's laptop has powerful evidence of leftist plot
-America now has a racist president. 

With me, @maajidnawaz on @lbc","Good morning. 

On today's show:

-Dr Fauci works with China to lengthen lockdown
-Computer scientist who owns shop that repaired Hunter Biden's laptop has powerful evidence of leftist plot
-America now has a racist president. 

With me, @maajidnawaz on @lbc"
"549","ReSet_Everyday","Lower levels of physical activity and a high calorie diet due to the #COVID19 lockdown could add to America’s growing childhood obesity problem, says research by @ColumbiaMSPH, @NYAMNYC and Smith College School for Social Work. 

https://t.co/YqQA8Pl03H","Lower levels of physical activity and a high calorie diet due to the #COVID19 lockdown could add to America’s growing childhood obesity problem, says research by @ColumbiaMSPH, @NYAMNYC and Smith College School for Social Work. 

"
"550","Robspiked","The impact of lockdown in America. https://t.co/bfPn9MEAty","The impact of lockdown in America. "
"551","keesaroo","@DeniseGeltman And I just heard that the ""new Covid strain"" is 3x more deadly than the first. Right on time, here it comes America, the draconian lockdown to end all lockdowns! We will be imprisoned in our homes till we get the mandatory vax, then Martial law troops arrive this summer. Enjoy","@DeniseGeltman And I just heard that the ""new Covid strain"" is 3x more deadly than the first. Right on time, here it comes America, the draconian lockdown to end all lockdowns! We will be imprisoned in our homes till we get the mandatory vax, then Martial law troops arrive this summer. Enjoy"
"552","_BriNikole","it's no way America could ever be compared to what China did. if you didn't live there you was not allowed there during lockdown. America had a half ass lockdown with nothing enforced","it's no way America could ever be compared to what China did. if you didn't live there you was not allowed there during lockdown. America had a half ass lockdown with nothing enforced"
"553","MarchMelloDream","@RHONJ_BRAVO I'm sorry but I have to ask... isn't there a pandemic in America too? Most of Canada is in lockdown and only essential travel is encouraged. Just curious that's all.","@RHONJ_BRAVO I'm sorry but I have to ask... isn't there a pandemic in America too? Most of Canada is in lockdown and only essential travel is encouraged. Just curious that's all."
"554","Scarabsi","thought it was gonna be about some kind of political bill about to be passed or something but apparently it's in protest of having to go into lockdown

I understand France sometimes wish it could go back to being in the position that America and Britain are in, but they shouldn't","thought it was gonna be about some kind of political bill about to be passed or something but apparently it's in protest of having to go into lockdown

I understand France sometimes wish it could go back to being in the position that America and Britain are in, but they shouldn't"
"555","layner04","@JironNotTeng @Salt_AU @HillaryCat2016 @RexChapman Lockdown? In North America? Are you in the maritimes?","@JironNotTeng @Salt_AU @HillaryCat2016 @RexChapman Lockdown? In North America? Are you in the maritimes?"
"556","ReuvenGlezer","We're also a 10% because we don't have a strict enough lockdown order, we just have the same general social distancing guidelines because in America you can't order anyone around you have to talk to them like it was their idea or else Americans take rules as a fucking challenge!","We're also a 10% because we don't have a strict enough lockdown order, we just have the same general social distancing guidelines because in America you can't order anyone around you have to talk to them like it was their idea or else Americans take rules as a fucking challenge!"
"557","thelovequotient","@POTUS people are dying in their thousands from Covid, the US has the worst death toll globally, half of Europe is in lockdown and America is still doing bus tours! Something very wrong there! https://t.co/WIP7lp3zTG","@POTUS people are dying in their thousands from Covid, the US has the worst death toll globally, half of Europe is in lockdown and America is still doing bus tours! Something very wrong there! "
"558","raqzcity","It took me 24 years to realize that Chris Evans played Human Torch before Captain America in the MCU. Lockdown continues to be informative.","It took me 24 years to realize that Chris Evans played Human Torch before Captain America in the MCU. Lockdown continues to be informative."
"559","BBC_BigBadChina","Sudworth bemoans Wuhan's lockdown as a violation of human rights. What is a real human rights abuse, people being strictly made to stay at home, or 400,000 dead in America because being told what to do by your government is bad? https://t.co/YjaJfLnKNc","Sudworth bemoans Wuhan's lockdown as a violation of human rights. What is a real human rights abuse, people being strictly made to stay at home, or 400,000 dead in America because being told what to do by your government is bad? "
"560","Colesyy7","So workers are leaving the government of Ontario because it’s a toxic work environment, 4 mpps have been fired for trying to help the people of Ontario and end the lockdown America is trying to get Google,YouTube, etc to get rid of conspiracy theory’s, yet we still think we’re ok","So workers are leaving the government of Ontario because it’s a toxic work environment, 4 mpps have been fired for trying to help the people of Ontario and end the lockdown America is trying to get Google,YouTube, etc to get rid of conspiracy theory’s, yet we still think we’re ok"
"561","BenitoBrayHale","@HoaxKills @bernardsimon @YvensRiviere @JustinTrudeau America’s idea of lockdown isn’t anywhere near what Canada is up to.","@HoaxKills @bernardsimon @YvensRiviere @JustinTrudeau America’s idea of lockdown isn’t anywhere near what Canada is up to."
"562","winshiwong","@kendimalibot @SippinSocialTea Sometimes I feel North America is slower on innovation like this. Before our second lockdown in Toronto, we have to sign in our info with pen and paper before entering a restaurant. It should be replaced with scanning QR code.","@kendimalibot @SippinSocialTea Sometimes I feel North America is slower on innovation like this. Before our second lockdown in Toronto, we have to sign in our info with pen and paper before entering a restaurant. It should be replaced with scanning QR code."
"563","glimbowbrina","@itsbacoochi wait how bc america is in lockdown again isnt it ? i think we'll get s3 in like december tho","@itsbacoochi wait how bc america is in lockdown again isnt it ? i think we'll get s3 in like december tho"
"564","Kathlee50686344","If you don't like being in lockdown you did not have to come to AUSTRALIA THE COUNTRY THAT IS MANAGING THE PANDEMIC THE BEST IN THE WORLD GO TO AMERICA OR ENGLAND YOU HAVE MORE CHANCES OF GETTING IT THERE OTHERWISE STOP MOANING WINGERS","If you don't like being in lockdown you did not have to come to AUSTRALIA THE COUNTRY THAT IS MANAGING THE PANDEMIC THE BEST IN THE WORLD GO TO AMERICA OR ENGLAND YOU HAVE MORE CHANCES OF GETTING IT THERE OTHERWISE STOP MOANING WINGERS"
"565","NRoss6969","@America_First17 I used to be really big into @SecureTeam10  and I remember when that happened, the little town was completely on lockdown. I keep lord close these days. For all my life Jesus has been there for me in my times of need. Also thank you for being a friend. It means alot!","@America_First17 I used to be really big into @SecureTeam10  and I remember when that happened, the little town was completely on lockdown. I keep lord close these days. For all my life Jesus has been there for me in my times of need. Also thank you for being a friend. It means alot!"
"566","kimntang","not my mom trying to say i dont understand politics because im too young and how she understands because she “escaped communist vietnam” well STRANGE how COMMUNIST VIETNAM isnt under lockdown right now but DEMOCRATIC AMERICA is for a fumbled covid response HUH","not my mom trying to say i dont understand politics because im too young and how she understands because she “escaped communist vietnam” well STRANGE how COMMUNIST VIETNAM isnt under lockdown right now but DEMOCRATIC AMERICA is for a fumbled covid response HUH"
"567","Fletche73012320","@Bowman483 Can you explain please . Anti vaccine protests,anti BLM demonstrations,far right in large numbers on Remembrance Sunday ( supporting the defeat of the Nazi's) weird ! Farage flying to America in a lockdown ect. No fines . Explanation please .","@Bowman483 Can you explain please . Anti vaccine protests,anti BLM demonstrations,far right in large numbers on Remembrance Sunday ( supporting the defeat of the Nazi's) weird ! Farage flying to America in a lockdown ect. No fines . Explanation please ."
"568","ajpufc","@ScythianC @disclosetv Yes because being sceptical of lockdown efficacy in the round is of course supposed to be a partisan thing in America. Being a lockdown sceptic is still actually consistent with what Biden has said &amp; proposed. Where has Biden advocated for a national lockdown? I'll wait.","@ScythianC @disclosetv Yes because being sceptical of lockdown efficacy in the round is of course supposed to be a partisan thing in America. Being a lockdown sceptic is still actually consistent with what Biden has said &amp; proposed. Where has Biden advocated for a national lockdown? I'll wait."
"569","nyro_","@TheedeeDaFoodie you were on lockdown in America sis <U+0001F602>","@TheedeeDaFoodie you were on lockdown in America sis <U+0001F602>"
"570","AidanJudd6","@Mark_Higgins69 I know Higgo, to be honest America should have gone into lockdown a long time ago","@Mark_Higgins69 I know Higgo, to be honest America should have gone into lockdown a long time ago"
"571","PaulIsFrench1","@bdhltjatpBuyden @ToddMit80511165 @POTUS You know we aren't under lockdown anymore right? Because america has the most cases in the world yet they Trump got rid of the lockdowns.","@bdhltjatpBuyden @ToddMit80511165 @POTUS You know we aren't under lockdown anymore right? Because america has the most cases in the world yet they Trump got rid of the lockdowns."
"572","FemboyF1Alt","@ThatSmugKairi @ATCwoodhouse @BlahtheOtter @zip_zap_zom @JoeCages The Democrats regurgitated what who said. WHO trusted China because they had no other choice. Then it came to America and they could do their own research. Keep in mind trump was adamant to not lockdown even though it had proven effective in nearly every other country.","@ThatSmugKairi @ATCwoodhouse @BlahtheOtter @zip_zap_zom @JoeCages The Democrats regurgitated what who said. WHO trusted China because they had no other choice. Then it came to America and they could do their own research. Keep in mind trump was adamant to not lockdown even though it had proven effective in nearly every other country."
"573","purebtown","@MartinKulldorff @saifedean What lockdown?  Look at Australia, Taiwan et al.  Taiwan hasn't had a local case transmitted in 8 months.   What Europe and North America did is a farce.  This is what happens when you spend months pretending there isn't a pandemic and debating trivial things.  No choice now.","@MartinKulldorff @saifedean What lockdown?  Look at Australia, Taiwan et al.  Taiwan hasn't had a local case transmitted in 8 months.   What Europe and North America did is a farce.  This is what happens when you spend months pretending there isn't a pandemic and debating trivial things.  No choice now."
"574","Caschetta","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF https://t.co/yzeN4lxYE9","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF "
"575","Caschetta","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF https://t.co/jore33V19o","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF "
"576","Caschetta","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF https://t.co/tOhjmTwnXz","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF "
"577","Caschetta","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF https://t.co/jore33V19o COVID VIRUS WRITER, COVID-19, COVID19 EDITION 2021","DAY THREE-HUNDRED AND TWELVE OF #COVID LOCKDOWN: A NEW DAY IN AMERICA &amp; FEELING NEARLY LIKE MYSELF  COVID VIRUS WRITER, COVID-19, COVID19 EDITION 2021"
"578","SarahSm02854325","If they stop the pandemic, they have no way to lockdown the economy, collapse mainstreet America, destroy the dollar and roll out the new Central Bank digital credit scheme. 

This was never about a virus.
This was never even about the Presidency.
This was about the #GreatReset","If they stop the pandemic, they have no way to lockdown the economy, collapse mainstreet America, destroy the dollar and roll out the new Central Bank digital credit scheme. 

This was never about a virus.
This was never even about the Presidency.
This was about the #GreatReset"
"579","Michael_Carr1","@ben01184856 @TotallyRestart @SkyNews The desire is to save lives whilst vaccines get approved and manufactured, and changed as the virus evolves. Lockdown will hit Europe by February and America. We are now at the eye of the storm, like Wuhan and Italy.","@ben01184856 @TotallyRestart @SkyNews The desire is to save lives whilst vaccines get approved and manufactured, and changed as the virus evolves. Lockdown will hit Europe by February and America. We are now at the eye of the storm, like Wuhan and Italy."
"580","gym_trition","@JSidewinder1 @Matty_UK2020 @JoshTaylorBoxer Open? They will never open to the wider world. What about Belarus sweden all henred states in America who have opened up and have no higher death rates ? Lockdown do nothing to mortality theres 30 papers now to categorically state it","@JSidewinder1 @Matty_UK2020 @JoshTaylorBoxer Open? They will never open to the wider world. What about Belarus sweden all henred states in America who have opened up and have no higher death rates ? Lockdown do nothing to mortality theres 30 papers now to categorically state it"
"581","Studio__Phoenix","Lockdown has had us all stuck inside for a while, so here's a couple of nature pieces inspired by South America, done by the creator of #NoWayBack, Tarakanbix! If you could go anywhere right now, where would it be? <U+0001F914><U+0001F30D> https://t.co/uRoPl0LfOv","Lockdown has had us all stuck inside for a while, so here's a couple of nature pieces inspired by South America, done by the creator of #NoWayBack, Tarakanbix! If you could go anywhere right now, where would it be? <U+0001F914><U+0001F30D> "
"582","AliceMahalia","Everyone else spends their Friday evenings doing Zumba fit so they can pretend they’re actually out in South America and not in lockdown right?!","Everyone else spends their Friday evenings doing Zumba fit so they can pretend they’re actually out in South America and not in lockdown right?!"
"583","EJ_Braithwaite","I like that #NCIS is back, i like it even more that we’re only a few weeks behind America for a change rather than basically a whole season. 

Nice one @FOXtvUK, you’ve brightened my up Lockdown 3.0! Legends. https://t.co/pjG1QIllUP","I like that #NCIS is back, i like it even more that we’re only a few weeks behind America for a change rather than basically a whole season. 

Nice one @FOXtvUK, you’ve brightened my up Lockdown 3.0! Legends. "
